"","미세먼지.....","초미세먼지.....","오존.ppm.","이산화질소농도.ppm.","일산화탄소농도.ppm.","아황산가스농도.ppm.","평균기온..C.","최저기온..C.","최고기온..C.","일강수량.mm.","최대.순간.풍속.m.s.","평균.풍속.m.s.","최대.순간.풍속.풍향.deg.","beijing_pm25","beijing_pm10","beijing_o3","beijing_no2","beijing_so2","beijing_.co","dalian_pm25","dalian_pm10","dalian_o3","dalian_no2","dalian_so2","dalian_co","qingdao_pm25","qingdao_pm10","qingdao_o3","qingdao_no2","qingdao_so2","qingdao_co","shanghai_pm25","shanghai_pm10","shanghai_o3","shanghai_no2","shanghai_so2","shanghai_co","shenyang_pm25","shenyang_pm10","shenyang_o3","shenyang_no2","shenyang_so2","shenyang_co","tianjin_pm25","tianjin_pm10","tianjin_o3","tianjin_no2","tianjin_so2","tianjin_co","교통량"
"27118",64,0.006,40,0.023,0.026,0.4,5.4,1.8,10.3,7,8.2,1.5,267.2,43,54,30,19,2,4,69,49,31,19,6,5,65,60,34,19,5,5.14,132,63,62,28,4,6,92,48,27,22,16,8,48,61,34.48,25,4,7,2052.4785130719
"26313",45,0.003,28,0.025,0.02,0.4,13.6,12.2,17.8,0,7.1,1.2,191.3,121,62,33,11,1,3,98,48,43,10,4,3,112,67,44,20,2,4.71,134,51,40,22,2,6,82,65,39,29,9,6,109,50,41.83,22,6,6,1684.88425925926
"26681",34,0.004,21,0.035,0.033,0.4,8.3,3,13.9,0,9.3,2.1,267.2,142,95,59,27,5,6,77,91,93,14,8,6,64,67,57,16,4,6.78,134,42,40,20,2,6,131,339,45,22,11,11,129,124,49.11,21,8,10,2761
"18217",74,52,0.025,0.057,0.8,0.005,9.8,-0.6,19.5,0,7,1.3,233.4,198,100,48,22,11,9,144,75,66,18,14,16,135,66,73,10,5,7,147,58,67,16,6,5,154,95,87,18,21,9,193,96,38,41,24,12,1715.708333
"24254",14,0.003,6,0.041,0.008,0.2,25.2,21.5,29.6,0,10.7,3.1,67.5,99,50,72,13,2,9,44,19,40,3,2,3,76,27,45,7,1,3.57,69,24,32,16,2,5,125,45,77,13,6,7,122,32,65.49,11,3,9,1806.56666666667
"28538",99,0.004,77,0.008,0.04,0.7,3.8,2.1,7.9,0,3.4,0.4,11.3,282,210,28,33,3,16,232,192,30,35,13,23,254,243,17,50,10,15.33,120,65,18,28,4,10,275,137,13,29,15,20,275,158,21.19,34,4,23,1510.69907407407
"22759",50,0.002,29,0.014,0.016,0.5,25.5,22.4,30.6,0,5.6,1.2,216.6,160,16,28,9,1.86,4,147,54,23,22,11,10,105,53,42,21,3,5.57,89,57,92,26,2,8,76,35,12,17,4,3,153,36,44.83,4,4,4,1962.69558022126
"11091",41,21,0.022,0.019,0.3,0.005,30.3,27.3,34.5,0,6.7,1.7,239.1,38,50,80,12,1,11,151,55,48,4,2,9,111,74,53,20,3,6,107,63,89.96,28,4,7,81,29,68,16,3,5,102,55,70.84,15,5,15,1792.760417
"25082",76,0.003,62,0.025,0.039,1,20.9,18.2,24.3,6,9,1.7,61.9,137,61,86,8,2.06,8,78,34,72,13,3,5,60,44,73,10,2,4.6,83,27,48,10,2,4,128,48,58,13,7,9,163,63,76.96,22,4,8,1593.25
"23998",34,0.004,17,0.03,0.025,0.5,27.825,21.975,34.425,0,7.525,1.525,144.9,143,56,41,15,1.72,6,82,36,72,8,3,6,20,49,70,16,3,4.69,59,34,43,15,1,5,132,51,89,12,5,7,104,44,60.41,18,3,8,1012.37340718695
"27600",40,0.006,21,0.011,0.038,0.8,-1.3,-9.2,5.1,0,3.7,0.4,239.1,96,84,36,23,2,10,111,68,33,18,9,9,103,99,28,24,6,8.3,68,32,13,26,2,5,155,83,14,30,15,13,164,67,29.16,17,2,10,1067.55555555556
"28100",68,0.006,20,0.013,0.034,0.7,-3.3,-10.2,5.6,0,4.2,0.5,312.2,183,68,24,12,4,7,71,81,22,19,10,10,107,107,31,27,10,10.22,120,53,28,31,3,6,149,71,23,15,15,6,155,74,30.99,25,4,9,1070.43055555556
"24839",18,0.002,11,0.038,0.016,0.3,21.8,15.1,28,0,7.4,1.2,227.8,86,53,84,17,1,8,50,50,49,11,5,5,70,38,49,7,2,3.88,162,46,58,15,5,3,45,38,45,19,11,7,66,52,69.24,18,9,9,3390.875
"13007",47,48,0.022,0.031,0.5,0.003,14.2,8.9,18.4,6,7.6,1.7,199.7,68,43,40,13,1,1,72,48,51,12,5,5,62,39,39,14,3,4.08,162,40,90,17,3,3,103,53,39,15,5,4,74,41,43.04,19,9,7,1262.104167
"9219",36,24,0.034,0.021,0.4,0.003,9,0.5,18.7,0,4.7,0.8,295.3,168,137,63,19,5,6,71,59,51,12,6,6,17,95,83,13,4,6.78,91,56,46,31,7,4,122,92,62,13,13,7,150,128,53.41,14,10,8,1090.013889
"17624",68,60,0.035,0.029,0.6,0.004,18.1,11.1,26,0,5.9,1,255.9,185,78,54,20,2,10,140,48,46,7,3,7,106,43,45,11,3,4.83,150,59,93,10,4,5,138,59,55,12,12,8,155,60,65.45,22,10,16,3669.166667
"2494",18,9,0.039,0.014,0.7,0.003,8.4,6.6,14.6,9.5,6,1.8,323.4,132,66,46,13,3,2,68,59,42,11,4,6,1,1,50.11,10.84,2.52,4.7,97,71,68,21,5,6,98,43,38,15,4,6,83,83,46.7,23,5,5,1277.208333
"10301",39,28,0.038,0.017,0.5,0.003,0.3,-3.3,4.1,0.5,11.328441991342,3.6,280.34912973138,52,78,26,27,9,9,82,40,40,7,8,7,82,53,32,3,2,4.66,173,33,36,14,3,4,102,61,27,22,26,11,53,79,29.17,22,14,10,1376.591667
"6534",30,14,0.048,0.015,0.4,0.004,21.3,15.5,27.6,0,6.4,1.3,306.6,95,52,78,21,4,8,62,31,59,11,6,8,44,46,41,18,4,5,36,19,40,18,2,5,71,44,62,25,4,3,94,51,69,21,6,10,1151.939237
"27648",56,0.004,44,0.032,0.019,0.8,-3.375,-6.325,0.925,0,7.15,1.9,294.35,38,22,27,10,1,3,59,39,26,17,12,9,86,61,31,27,12,5.51,122,40,36,11,2,3,88,60,23,25,19,11,37,18,29.61,11,2,4,933.734523809524
"13841",50,30,0.032,0.028,0.5,0.003,27.8,24.2,33.4,5.5,7.9,1.3,239.1,101,45,73,13,1,7,105,34,44,3,4,8,68,20,30,9,1,4,113,52,97,13,4,5,91,44,81,17,6,7,113,46,52,15,5,8,2078.680556
"22898",19,0.003,13,0.025,0.019,0.5,22.55,18.025,27.6,0,3.85,0.9,114.125,68,54,104,16,1,4,50,18,57,7,3,6,42,30,58,11,2,4,65,16,31,16,2,5,77,42,71,13,12,7,96,63,89.7,24,6,8,801.338684964727
"7087",31,16,0.024,0.019,0.7,0.002,-9.5,-12.1,-4.4,0,7.9,2.5,331.9,29,46,16,25,6,6,73,33,26,17,19,7,100,35,28,12,7,5.29,137,39,27,22,6,6,148,56,22,20,25,10,50,49,21.11,34,12,12,1300.640319
"10242",39,29,0.005,0.048,0.9,0.005,2.3,-3,6.8,0,5.1,1.6,92.8,188,35,25,10,1,2,103,70,24,16,8,9,160,82,28,16,8,8,133,58,33,23,6,8,128,48,15,16,10,5,162.86,53.1,29.66,16.51,6.39,8.4,3531.0625
"25720",53,0.005,38,0.051,0.039,0.5,22.3,16.2,28.6,0,4.6,1.2,154.7,181,58,44,7,1,2,89,60,55,10,5,4,98,84,40,13,2,4.89,111,40,48,16,2,5,123,58,42,10,5,5,167,63,53.96,15,4,2,1309.07142857143
"3300",21,8,0.032,0.012,0.5,0.003,5.7,2.8,9.5,0,8.7,2.3,213.8,76,61,29,25,5,6,130,66,33,29,13,10,66,65,46,1,6,5.27,131,29,21,21,3,6,62,50,35,27,19,8,86,62,31.92,36,8,10,1669.686387
"6643",30,19,0.003,0.054,0.9,0.006,13.2,5.2,19.3,0,3.9,0.5,174.4,132,34,10,25,5,7,171,34,25,16,10,8,145,89,28,23,8,7,157,93,55,35,11,12,150,31,17,20,13,5,148.48,66.04,34.6,25.69,8.27,11.63,1151.180556
"28566",89,0.006,65,0.004,0.058,1,3.7,1,7.3,0,3.6,0.9,0,186,192,7,53,9,25,187,129,27,28,12,16,214,154,21,37,6,12.38,72,41,12,25,4,10,228,176,9,37,34,27,249,164,14.55,34,6,22,1279.78259882479
"24976",9,0.002,5,0.034,0.008,0.6,17.9,15.2,22.3,8.5,6.2,1.5,73.1,96,56,122,14,3,9,70,28,53,3,2,5,116,30,49,9,1,3.09,120,33,48,10,1,4,72,42,51,13,6,10,108,47,81.53,18,5,8,1332.54166666667
"22582",20,0.003,6,0.022,0.018,0.5,23.9,19.9,29.7,0,7.8,1.5,340.3,69,56,75,14,1,6,76,36,41,16,7,8,91,55,42,27,4,4.96,64,45,49,12,2,5,82,48,32,18,13,8,87,62,62.83,22,5,4,1647.575
"9131",36,17,0.013,0.025,0.3,0.005,-3.9,-5.7,-0.8,0,6.1,1.7,253.1,43,23,15,17,1,4,56,40,24,10,13,7,77,49,27,14,8,6,77,10,25,13,3,5,92,68,9,25,24,12,46,29,22.18,21,6,9,1838.958333
"699",9,8,0.017,0.014,0.3,0.002,20.5,18,23.5,51,7.7,1,270,111,45,64,16,2,4,99,49,53,14,7,9,49,59,57,20,6,6.1,111,54,74,28,3,7,108,42,47,17,5,4,86,44,57.7,22,10,10,1300.020833
"12528",46,24,0.019,0.036,0.4,0.006,4.8,-0.4,9.9,0,7.7,1.7,196.9,170,78,23,32,15,13,154,79,40,17,14,11,146,88,38,18,4,5,142,61,49,37,9,7,130,66,32,29,50,8,151,85,29,33,23,18,2204.553152
"2027",16,7,0.038,0.021,0.3,0.002,16.4,11.1,21.9,0,8.1,2.4,59.1,140,90,95,31,6,10,96,57,84,14,8,7,77,41,41,9,2,5.52,101,43,66,10,3,3,113,96,91,16,13,8,110,69,87.12,18,12,10,1896.28362
"18136",73,12,0.017,0.023,0.3,0.003,5.7,0.5,11.3,0,6,1.3,289.7,51,68,4,32,2,9,35,50,39,11,10,10,56,54,36,24,5,6,67,44,30,21,4,4,78,62,17,24,26,12,81.19,71.23,24.17,28.03,6.69,11.64,3564.416667
"11353",42,26,0.032,0.035,0.5,0.003,9,2,19.2,0,6.2,2,185.6,168,137,63,19,5,6,71,59,51,12,6,6,17,95,83,13,4,6.79,91,56,46,31,7,4,122,92,62,13,13,7,150,128,53.91,14,10,8,1236.541667
"18939",84,61,0.015,0.043,0.6,0.005,8.2,4.1,12.9,0,8.7,1.8,225,141,97,53,23,6,7,137,55,50,9,9,10,76,48,49,10,2,3,119,67,44,25,7,7,143,89,48,20,17,10,119,75,43,18,15,7,1851.487377
"6631",30,16,0.016,0.041,0.5,0.003,13.057,8.73183333333334,18.9226654761905,-1.13287157432751e-14,5.03375,1.19525,225.856875,140,76,11,31,1,12,102,63,70,14,9,13,79,66,57,32,6,8,85,36,49,21,4,5,176,133,21,58,23,26,147.57,82.58,33.28,31.52,7.65,13.67,1034.292035
"15969",58,35,0.032,0.016,0.5,0.002,24.5,22,28.7,3,7.8,1.3,309.4,91,49,83,16,1,11,113,15,54,2,3,7,73,14,54,13,1,3.67,71,23,26,12,3,4,81,35,48,13,10,7,101,52,70.73,12,4,13,1556.96014647985
"5939",28,12,0.027,0.027,0.5,0.006,15.1,9.1,18.8,0,8,1.9,194.1,124,142,38,6,2,2,77,55,41,11,4,6,45,1,41.44,9.62,2.28,5.07,76,32,30,20,3,5,153,64,32,14,4,8,102,124,42.24,10,4,6,1924.34375
"1329",12,6,0.015,0.029,0.4,0.003,8.9,5.2,15.2,8.5,12.318156824548,1.6,233.5220495338,17,18,22,9,2,2,33,20,21,10,4,5,89,49,31,17,7,6.25,111,67,43,33,8,6,51,23,13,12,7,4,58,32,33.81,15,2,4,1362.92327
"4176",24,18,0.021,0.019,0.3,0.004,26.4,23.4,29.5,3,7.2,1.7,255.9,136,55,57,14,1,7,65,54,65,6,2,11,95,64,55,14,4,5,54,58,107,26,3,6,77,44,71,12,3,4,97,48,59,18,4,7,3395.072917
"19850",135,27,0.026,0.039,0.5,0.006,16.9,14.9,21.6,2,5.2,1.2,202.5,112,60,74,13,3,4,68,33,52,10,5,4,31,50,49,10,1,5,120,72,101,35,6,8,146,63,68,13,4,5,115,82,62,24,5,13,2064.541667
"10072",38,16,0.003,0.042,0.5,0.004,0.8,-2.4,3.7,0,6.1,1.2,351.6,73,44,11,25,4,6,111,44,20,15,9,8,160,90,23,26,13,9.84,64,59,23,19,4,9,170,57,13,24,27,10,101,85,19.7,29,11,11,2103.091294
"26809",40,0.003,17,0.046,0.013,0.4,9.7,6.1,14.7,0,8.9,2.6,2.8,70,26,32,3,1.46,2,74,48,30,12,6,3,43,59,38,15,3,5.24,126,64,40,27,4,7,153,51,26,18,9,7,97,39,38.15,11,5,9,1887.27856751833
"16636",62,42,0.021,0.025,0.6,0.005,0.8,-2.9,4.5,0.5,6.8,1.3,326.3,89,50,13,21,6,10,120,73,14,26,26,13,173,112,37,18,9,12,253,54,31,28,6,8,223,53,13,18,19,10,242,77,21.42,26,16,19,3127.25
"27129",51,0.002,22,0.025,0.034,0.5,6.4,1.2,10,0,8.4,2.1,239.1,34,48,32,6,1.22,1,60,52,31,16,7,5,119,62,39,22,4,4.58,75,55,44,28,4,7,98,44,25,24,8,6,84,36,37.2,15,2,4,1835.53333333333
"11413",42,26,0.032,0.035,0.5,0.003,9,2,19.2,0,6.2,2,185.6,168,137,63,19,5,6,71,59,51,12,6,6,17,95,83,13,4,6.79,91,56,46,31,7,4,122,92,62,13,13,7,150,128,53.91,14,10,8,1236.541667
"22438",8,0.002,5,0.04,0.012,0.2,19.6,18,20.6,0,6.2,1.5,351.6,159,48,49,18,1,6,66,36,42,17,8,5,69,52,69,22,5,6.25,59,46,44,20,3,7,63,45,25,29,9,7,140,76,52.93,27,5,8,1236.49649090579
"9625",37,28,0.033,0.013,0.3,0.003,28.5,23.5,34.3,0,7.9,2,286.9,143,52,66,19,1,9,48,24,25,6,4,5,37,26,23,4,1.81,3.28,54,23,31.53,5,2,3,58,26,40,8,11,4,138,67,74.41,21,2,11,2103.73010406982
"23830",19,0.006,15,0.023,0.019,0.4,25.9,24.4,27.4,73,9.2,1.7,205.3,103,75,124,14,2,8,89,21,44,4,1,7,95,35,56,6,1,3.57,134,50,62,21,3,5,95,45,84,9,3,7,121,65,102.05,20,6,15,1719.83333333333
"22536",36,0.003,14,0.011,0.017,0.4,20.9,16.9,24.7,0,8.8,2.5,323.4,30,60,46,21,2,6,39,35,43,14,6,7,60,37,41,19,4,4.25,74,35,38,9,2,4,46,84,26,24,18,17,96,47,54.9,19,10,8,1700.01666666667
"14290",51,31,0.008,0.046,0.9,0.004,7.3567395021645,3.7005,12.2207044444444,-1.08890674255235e-14,6.27920476190476,1.24608333333333,282.4904,122,66,19,25,3,7,71,79,24,19,9,10,151,102,46,34,10,10.46,147,48,34,28,3,7,119,51,11,21,13,8,180,113,30.48,25,6,18,938.6638683
"15762",57,19,0.008,0.044,0.6,0.003,4.2,0,8.6,0,3.9,0.9,298.1,201,131,15,39,6,17,104,71,32,14,6,8,96,134,40,19,7,9.57,146,57,29,28,3,3,129,55,17,22,18,6,169,138,20.98,49,7,22,2040.885417
"9719",38,23,0.018,0.042,0.7,0.005,3.8,-1.7,9,0,6.4,1.8,154.7,170,78,23,32,15,13,154,79,40,17,14,11,146,88,38,18,4,5,142,61,49,37,9,7,130,66,32,29,50,8,151,85,29,33,23,18,1396.925376
"16379",60,38,0.009,0.042,0.9,0.004,3.1,-0.5,9.2,0,5.2,1,53.4,126,89,17,33,6,12,117,77,28,23,11,14,168,194,25,38,10,11.25,96,42,8,35,3,5,238,65,17,23,16,13,159,75,25.44,31,4,10,1638.37599097683
"26691",36,0.003,22,0.031,0.032,0.4,7.9,3.7,13.1,0,7.4,2,199.7,142,95,59,27,5,6,77,91,93,14,8,6,64,67,57,16,4,6.76,134,42,40,20,2,6,131,339,45,22,11,11,129,124,48.62,21,8,10,1255.53844599243
"26817",40,0.004,18,0.036,0.026,0.4,9.6,6.7,15.1,0,5.9,1.5,264.4,70,26,32,3,1.47,2,74,48,30,12,6,3,43,59,38,15,3,5.21,126,64,40,27,4,7,153,51,26,18,9,7,97,39,38.96,11,5,9,2010.625141503
"404",7,4,0.034,0.024,0.3,0.002,12.3,8.2,16.4,4.5,8.139375,1.9,126.763684615385,71,59,57,24,1,3,110,57,78,27,7,8,70,78,71,21,12,7.92,80,51,68,26,6,6,126,69,45,37,18,18,89,58,49.64,26,10,8,1591.786591
"19552",104,45,0.004,0.053,1,0.004,7,3.6,11.6,0,6.3,0.6,284.1,118,122,3,32,10,13,168,102,27,11,10,5,230,328,38,20,10,10.94,153,85,27,40,3,11,81,56,12,23,13,4,195,128,25.96,32,7,15,1692.006042
"24942",31,0.005,17,0.029,0.027,0.4,22.4,17.6,27,0,4.9,1.2,315,118,42,103,11,1.8,7,76,52,40,7,3,4,66,33,38,6,1,3.96,71,29,42,10,2,4,114,38,39,15,8,5,133,53,74.86,23,4,10,2050.90984957708
"22786",15,0.003,10,0.009,0.025,0.4,25.5,22.1,29.6,4.5,4.8,0.8,98.4,135,66,119,23,1.92,6,96,35,50,9,4,9,97,48,79,16,3,5.52,51,34,60,14,2,6,112,39,13,14,9,8,145,77,91.36,23,5,8,1653.625
"19899",185,59,0.003,0.048,1,0.005,7.8,3.2,12.5,0,5.8,1.2,300.9,118,122,3,32,10,13,168,102,27,11,10,5,230,328,38,20,10,10.94,153,85,27,40,3,11,81,56,12,23,13,4,195,128,27.45,32,7,15,1555.994048
"12701",46,37,0.006,0.044,0.7,0.006,-1.5,-3.6,1.6,0,6.3,1.5,255.9,89,23,21,19,1,3,67,42,19,17,15,8,111,4,1,1,8.27,6.51,75,55,21,27,5,9,192,58,8,28,26,11,138,43,23.3,31,11,12,2047.196537
"8581",35,20,0.009,0.041,0.5,0.006,-4.3,-9.1,0.5,0,5.8,1.5,216.6,163,36,25,10,5,3,84,33,30,13,17,10,72,68,32,5,11,5,63,29,36,9,5,6,143,38,25,14,29,4,148,35,31,9,9,9,1587.946882
"20322",34,0.003,22,0.003,0.044,0.7,8.4,0.8,14.9,0,3.6,0.7,163.1,160,19,22,5,1,2,77,20,23,8,6,4,64,65,22,21,3,6.24,97,66,8,29,4,11,115,25,19,15,9,6,162,13,34.12,10,2,4,1962.35833333333
"8443",34,11,0.036,0.015,0.3,0.003,11.7,7.1,15.4,4.5,13.3,3.8,309.4,72,85,79,27,4,5,56,59,114,9,6,7,35,54,51,19,5,6.17,100,51,100,20,6,4,117,61,56,26,12,6,67,84,61.71,20,14,11,3647.198869
"15091",55,36,0.016,0.033,0.6,0.005,-7.9,-12.4,-4,0,6.3,1.2,233.4,99,88,8,34,24,24,78,33,28,24,23,10,71,71,24,22,10,9,88,31,37,18,8,5,164,112,9,36,101,16,164,91,16,35,20,33,1730.555555
"11031",41,26,0.015,0.034,0.7,0.006,-9.5,-18.4,-2.2,0,4.7,1,298.1,81,59,19,28,6,9,93,51,41,18,22,11,121,58,27,8,6,6.5,81,70,32,32,7,9,151,81,24,25,34,15,102,62,26.96,24,13,15,1446.181515
"12652",46,23,0.004,0.048,0.8,0.007,-0.7,-4.6,4,4,7.8,1.1,306.6,66,27,24,7,1,3,88,36,27,13,14,8,1,1,24.72,10.86,6.59,5.56,120,68,28,18,3,8,84,38,19,13,12,4,139,36,29.93,16,7,9,1343.558333
"9364",37,20,0.046,0.027,0.5,0.004,15,8.9,21.3,0,11.3,2.2,281.3,76,81,50,16,5,6,111,60,69,17,7,11,100,72,85,8,3,4,112,66,86,17,4,5,77,47,29,22,7,7,97,71,48,31,11,13,1501.03212951235
"4015",23,18,0.022,0.023,0.3,0.005,29.3,25.3,34.4,0,5.1,1.3,275.6,58,14,27,15,1,6,57,33,33,6,4,4,39,30,25,4,1,3.38,50,24,30.39,7,2,3,62,22,30,8,13,5,100,51,52.31,12,1,8,1831.797619
"3678",22,9,0.012,0.025,0.4,0.002,22.3,19.5,26.6,0,5.7,1.5,98.4,157,85,79,30,3,10,50,33,42,9,3,6,53,64,45,33,5,6.9,68,23,30,19,3,4,73,42,49,20,12,10,150,87,68.63,29,3,9,1737.812333
"15782",58,48,0.008,0.048,0.9,0.006,-0.2,-6.1,4.8,0,11.7,2,236.3,244,74,28,13,9,5,155,25,32,6,10,7,157,81,33,5,10,7,147,59,32,14,6,6,135,76,25,17,38,4,309,80,29,11,13,7,1815.148809
"12501",46,36,0.027,0.017,0.6,0.004,-4.5,-7,-0.6,0,10.6,4.1,289.7,73,66,25,18,17,9,46,32,33,19,31,14,32,47,30,6,8,6,92,14,33,7,4,4,83,67,19,29,101,16,48,62,29,13,20,15,2278.270833
"9649",37,23,0.027,0.015,0.6,0.003,21.5,20.2,24.3,1.5,4.4,0.6,298.1,25,37,30,18,1,2,48,35,65,15,6,9,87,48,64,25,8,6.42,63,15,13,15,2,5,81,47,29,33,18,12,59,64,48.83,22,4,7,911.1504706
"25744",77,0.004,47,0.031,0.049,0.4,20.2,12.2,28.2,0,5.6,1.2,334.7,162,181,42,14,3,11,103,49,67,9,4,3,83,53,63,6,2,5.4,125,50,89,16,2,5,121,63,89,12,12,8,151,204,60.25,25,6,9,2085.21333333333
"5258",26,10,0.032,0.012,0.5,0.006,20.2,13.2,27.2,0,6.5,1,343.1,29,53,62,18,3,5,35,28,41,17,5,7,57,51,61,27,5,5.84,66,27,48,11,3,4,40,35,30,21,10,8,44,54,62.61,20,5,11,1113.265523
"23959",18,0.002,10,0.021,0.008,0.3,25.9,23.7,30,5,10.9,2.6,255.9,153,90,45,25,3.01,11,147,44,126,6,4,8,97,50,54,7,2,5.29,111,44,70,11,1,4,88,51,98,12,1,13,157,65,73.83,15,4,10,1619.5266230627
"26410",37,0.004,22,0.036,0.023,0.5,8.8,2.3,14.8,1,11.4,1.3,278.4,70,74,49,19,3,4,96,72,73,12,7,5,102,81,76,24,5,7.05,121,56,50,21,2,8,89,67,45,20,19,12,76,84,47.53,21,6,4,1325.23333333333
"9779",38,23,0.041,0.021,0.4,0,21.9,18.1,28.3,1,4.7,0.7,284.1,94,36,109,20,1,3,74,39,74,10,4,11,72,54,67,14,5,7,97,70,54,23,3,9,109,55,94,27,8,10,109,50,70,24,5,6,1067.569445
"6162",29,14,0.019,0.031,0.5,0.005,26.5,24.4,28.8,2.5,4.6,1.2,154.7,95,52,48,25,1,7,49,44,66,14,8,9,61,45,53,12,2,4,113,31,36,7,1,6,111,30,50,15,2,2,156,74,44,27,10,16,2827.958333
"13799",50,25,0.036,0.019,0.3,0.005,16.9,13,22.9,7.5,11.7,2.2,194.1,75,41,70,10,2,3,90,47,41,8,5,5,101,102,50,30,8,6,122,62,76,25,5,6,78,53,33,12,3,3,66,34,45,16,4,11,2131.845583
"20245",22,0.003,17,0.014,0.028,0.4,0.3,-2.4,3.8,0,5.8,1.2,312.2,52,35,9,26,1,5,99,29,23,20,14,6,141,80,24,31,6,8.36,86,43,21,26,4,9,158,55,9,26,22,11,64,51,19.97,25,4,8,1238.70833333333
"20191",29,0.004,21,0.009,0.037,0.4,-0.7,-4.7,2.6,0.5,7.2,1.3,194.1,130,69,19,35,5,13,173,77,17,23,11,13,171,81,22,31,5,10.04,93,18,27,21,3,8,130,85,5,30,31,15,143,88,23.03,33,8,19,735.656666666667
"12270",45,27,0.044,0.032,0.5,0.005,20.5,15.8,27.7,0,9,2,241.9,96,86,101,15,3,7,132,78,125,18,8,13,102,105,134,24,9,12,95,42,62,15,3,3,145,68,133,21,9,7,122,65,72,16,10,8,999.9515113
"16278",60,36,0.047,0.021,0.6,0.005,29.6,27.7,33.9,0.5,6.3,1.5,157.5,62,53,44,24,1.66,7,63,45,69,13,5,12,106,84,132,16,5,7,123,55,136,22,3,7,73,58,89,31,4,3,106,55,67,19,7,7,1759.287813
"7564",32,22,0.007,0.037,0.6,0.005,20.4,19.8,22.8,43.5,14.6,3.2,188.4,178,47,29,16,2,9,64,40,32,17,7,10,74,58,38,16,4,4.82,119,52,87,20,6,5,67,48,38,17,4,4,162,41,41.03,17,6,10,1001.006673
"7167",31,25,0.023,0.04,0.5,0.003,15.4,6.7,23.5,0,5,1.1,180,97,87,67,29,4,7,96,83,104,22,10,11,122,101,54,23,10,9.32,126,38,37,28,6,3,135,70,60,17,13,9,120,86,57.15,28,16,13,1949.914721
"24644",19,0.004,14,0.039,0.027,0.3,25,19.5,31.4,0,4.7,1.4,182.8,114,76,128,13,8,7,81,44,55,3,4,4,58,34,45,2,1,3.63,107,26,35,9,1,3,107,40,58,9,8,3,113,67,93.38,13,8,10,2161.71117724868
"26957",24,0.003,13,0.027,0.025,0.6,3.5,-0.5,8.2,1.5,12.8,1.9,317.8,46,67,33,20,3,4,70,51,43,11,7,4,68,60,49,16,4,5.08,89,50,53,18,2,6,57,85,32,20,11,9,49,73,37.32,19,5,4,1668.15
"4348",24,11,0.032,0.011,0.3,0.005,-11.1,-14,-4.6,0,9.5,2.3,284.1,37,27,25,15,3,3,58,41,25,14,20,9,1,1,22.2,11.02,6.63,4.96,186,25,31,10,3,4,59,33,22,14,17,3,63,53,28.36,29,10,13,1413.007946
"16922",64,24,0.041,0.031,0.5,0.006,13.2,6.5,19.5,0,7,1.8,292.5,131,106,44,29,3,9,149,58,59,21,7,10,121,66,64,13,4,8,72,57,79,27,7,5,121,89,74,16,12,8,138,69,52,27,10,11,1720.083333
"22841",8,0.003,4,0.014,0.019,0.3,23.7,22,26.8,21.5,7,1.9,70.3,137,62,113,18,1,6,89,28,105,6,3,8,64,55,95,22,4,5.72,112,25,13,16,2,5,125,28,25,14,8,5,120,61,92.73,33,5,6,1236.3551126591
"10927",41,22,0.018,0.02,0.5,0.004,-0.1,-4.6,5.5,0,10,2.8,300.9,26,38,15,21,2,4,60,36,34,19,13,9,74,42,26,8,7,6,161,46,24,19,6,7,95,57,9,23,27,11,69.61,48.85,19.24,25.44,7.96,9.82,1536.078346
"21904",0,0,0,0,0,0,17.5,13.5,22.6,0,9.1,2.1,70.3,80,19,23,11,1,2,86,27,23,7,3,5,135,43,29,12,2,5.05,87,39,37,13,3,3,56,26,21,16,6,3,65,29,46.58,11,2,6,3224.66666666667
"27565",69,0.004,53,0.022,0.032,0.6,0.6,-2.5,3.9,0,6.4,1.4,331.9,94,51,39,24,2,10,230,77,33,33,18,13,278,126,44,37,9,10.58,131,52,34,17,2,6,164,71,24,32,24,16,193,143,29.08,34,3,13,1244.34459459459
"10488",40,26,0.014,0.057,0.7,0.006,5.24840784215784,-0.633719444444445,11.5826471508883,-3.25961480029946e-15,6.35390357142857,1.59467203907204,233.110142063492,54,35,37,7,2,2,180,60,38,13,12,11,165,86,39,11,8,3,122,62,38,28,7,6,155,28,25,14,24,3,104,46,31,18,9,9,1019.170191
"23585",42,0.003,32,0.029,0.016,0.4,29,23,35.7,0,4.8,0.7,334.7,107,53,71,13,1,6,58,39,32,6,2,5,33,23,26,5,2,3.12,54,28,32,8,2,4,118,47,32,12,14,9,107,53,66.5,16,3,8,1510.20833333333
"18826",81,54,0.009,0.047,0.9,0.006,4.4,1.4,7.6,24,9,2.1,106.9,160,42,32,7,1,2,130,38,42,10,9,8,86,69,36,10,4,5.08,97,64,44,23,4,7,227,58,30,16,9,6,184,41,36.79,12,9,5,1670.633333
"8656",35,25,0.038,0.02,0.5,0.004,28.6,24.8,33.1,0,3.6,0.5,216.6,79,53,65,9,1,6,70,37,43,3,2,8,40,40,34,1,1,2,65,44,98,7,3,4,78,29,27,10,5,4,89,29,66,7,4,4,1141.287629
